"","cap.shape","cap.surface","cap.color","bruises.","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.","stalk.surface.below.","stalk.color.above.ri","stalk.color.below.ri","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat","classe","echantillon"
"362","k","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l","p","base"
"364","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p","p","base"
"365","x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u","p","base"
"366","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","g","e","base"
"367","f","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","d","e","base"
"368","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p","p","base"
"369","x","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d","e","base"
"370","k","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","g","e","base"
"371","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g","e","base"
"372","x","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","base"
"373","x","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l","p","base"
"374","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","d","e","base"
"375","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d","p","base"
"376","x","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g","e","base"
"378","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m","e","base"
"379","k","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p","p","base"
"380","f","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","d","e","base"
"381","x","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","g","p","base"
"382","b","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"383","x","f","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","d","e","base"
"384","b","y","b","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","m","p","base"
"385","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","g","e","base"
"386","x","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","u","p","base"
"388","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p","p","base"
"389","f","f","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g","e","base"
"390","x","f","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","d","e","base"
"391","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","u","p","base"
"393","x","f","n","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","u","e","base"
"394","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p","p","base"
"395","k","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d","p","base"
"396","x","f","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d","e","base"
"397","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m","e","base"
"399","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g","e","base"
"400","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g","p","base"
"401","x","f","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
"402","x","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l","p","base"
"403","f","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","d","e","base"
"404","x","y","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","d","e","base"
"408","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l","p","base"
"409","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p","p","base"
"410","f","s","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","g","e","base"
"411","b","s","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","g","e","base"
"412","x","f","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","d","e","base"
"413","f","s","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d","p","base"
"414","f","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e","base"
"415","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","d","p","base"
"417","f","f","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d","e","base"
"418","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g","e","base"
"419","x","s","g","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
"420","x","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","g","e","base"
"421","x","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d","p","base"
"422","f","f","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d","e","base"
"423","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","g","e","base"
"424","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","g","e","base"
"425","f","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d","p","base"
"427","x","s","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
"428","f","y","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","d","e","base"
"430","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p","base"
"431","x","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l","p","base"
"432","x","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d","e","base"
"433","x","f","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g","e","base"
"434","f","y","n","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","p","e","base"
"436","f","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p","p","base"
"437","f","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","base"
"439","f","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d","p","base"
"440","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p","base"
"442","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d","p","base"
"443","x","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l","p","base"
"444","x","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","u","p","base"
"445","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","g","p","base"
"446","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d","p","base"
"447","s","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","u","e","base"
"448","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p","p","base"
"449","x","y","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"450","f","f","e","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","d","e","base"
"451","f","y","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","d","e","base"
"453","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","g","p","base"
"454","x","f","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","d","e","base"
"456","f","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d","e","base"
"458","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p","p","base"
"459","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g","p","base"
"460","f","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","d","p","base"
"461","x","s","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g","e","base"
"462","f","f","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","d","e","base"
"463","f","f","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","g","e","base"
"464","x","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d","p","base"
"465","f","f","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","d","e","base"
"466","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","v","l","e","base"
"467","f","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p","p","base"
"468","f","f","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"469","k","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","base"
"470","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p","p","base"
"471","f","y","g","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"473","f","f","g","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d","e","base"
"474","f","y","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","d","e","base"
"475","f","y","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","d","e","base"
"476","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g","e","base"
"477","x","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d","p","base"
"478","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m","e","base"
"479","f","y","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"480","x","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","base"
"481","k","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","g","e","base"
"482","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","p","e","base"
"483","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e","base"
"485","f","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u","e","base"
"486","f","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","g","p","base"
"488","f","f","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d","e","base"
"489","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","d","p","base"
"490","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p","p","base"
"491","x","y","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","d","e","base"
"495","f","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","u","p","base"
"497","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g","e","base"
"498","x","f","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","d","e","base"
"499","x","y","b","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w","e","base"
"500","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m","e","base"
"501","k","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","base"
"503","x","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p","p","base"
"504","f","y","n","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d","p","base"
"505","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g","e","base"
"507","x","s","g","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p","base"
"508","x","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","g","p","base"
"509","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","c","l","e","base"
"514","f","f","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","d","e","base"
"516","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","g","p","base"
"517","f","y","w","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","d","e","base"
"522","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p","p","base"
"524","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g","p","base"
"525","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p","p","base"
"526","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","g","p","base"
"529","f","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","g","e","base"
"530","x","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","u","p","base"
"531","x","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d","e","base"
"533","f","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g","p","base"
"534","k","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l","p","base"
"535","f","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p","p","base"
"536","x","y","n","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l","e","base"
"537","f","y","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","d","e","base"
"539","f","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","g","e","base"
"540","b","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g","e","base"
"544","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p","p","base"
"545","x","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g","p","base"
"547","f","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d","e","base"
"549","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d","e","base"
"551","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p","p","base"
"552","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","p","e","base"
"554","x","s","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","d","e","base"
"555","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","d","p","base"
"556","k","s","p","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"557","f","y","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g","p","base"
"558","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p","p","base"
"559","f","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","d","e","base"
"561","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g","e","base"
"562","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p","p","base"
"563","f","y","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p","p","base"
"564","x","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d","e","base"
"565","f","f","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d","e","base"
"566","f","y","n","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","d","e","base"
"567","k","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p","p","base"
"568","x","y","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","d","e","base"
